end_dttm,room,start_dttm,id
2019-01-13 23:08:00,Operating Room #1,2019-01-13 20:56:00,776
2019-01-02 23:31:00,Operating Room #6,2019-01-02 22:27:00,777
2019-01-01 05:56:00,Operating Room #3,2019-01-01 00:55:00,778
2019-01-21 16:56:00,Operating Room #1,2019-01-21 15:42:00,779
2019-01-15 04:51:00,Operating Room #3,2019-01-15 04:30:00,780
2019-01-05 08:45:00,Operating Room #6,2019-01-05 07:53:00,781
2019-01-10 05:40:00,Operating Room #3,2019-01-10 04:08:00,782
2019-01-08 11:54:00,Operating Room #5,2019-01-08 08:03:00,783
2019-01-27 20:30:00,Operating Room #3,2019-01-27 20:13:00,784
2019-01-03 14:45:00,Operating Room #1,2019-01-03 13:28:00,785
2019-01-25 11:02:00,Operating Room #5,2019-01-25 10:10:00,786
2019-01-30 23:16:00,Operating Room #3,2019-01-30 21:05:00,787
2019-01-04 00:22:00,Operating Room #2,2019-01-03 22:48:00,788
2019-01-06 19:42:00,Operating Room #3,2019-01-06 15:46:00,789
2019-01-18 20:35:00,Operating Room #6,2019-01-18 20:19:00,790
2019-01-30 04:05:00,Operating Room #6,2019-01-30 03:44:00,791
2019-01-09 01:32:00,Operating Room #3,2019-01-09 01:15:00,792
2019-01-01 23:31:00,Operating Room #6,2019-01-01 21:50:00,793
2019-01-04 19:18:00,Operating Room #6,2019-01-04 14:44:00,794
2019-01-22 23:17:00,Operating Room #6,2019-01-22 22:56:00,795
2019-01-07 14:36:00,Operating Room #6,2019-01-07 09:47:00,796
2019-01-06 05:10:00,Operating Room #2,2019-01-06 01:21:00,797
2019-01-25 08:40:00,Operating Room #4,2019-01-25 06:47:00,798
2019-01-01 18:14:00,Operating Room #3,2019-01-01 15:40:00,799
2019-01-05 19:05:00,Operating Room #6,2019-01-05 18:17:00,800
2019-01-02 05:05:00,Operating Room #3,2019-01-02 02:08:00,801
2019-01-02 21:08:00,Operating Room #5,2019-01-02 19:59:00,802
2019-01-26 10:49:00,Operating Room #3,2019-01-26 05:16:00,803
2019-01-02 21:12:00,Operating Room #2,2019-01-02 20:30:00,804
2019-01-22 04:39:00,Operating Room #1,2019-01-22 04:11:00,805
2019-01-15 12:15:00,Operating Room #6,2019-01-15 11:35:00,806
2019-01-19 02:20:00,Operating Room #6,2019-01-19 00:21:00,807
2019-02-02 01:46:00,Operating Room #1,2019-02-01 21:14:00,808
2019-01-11 18:41:00,Operating Room #3,2019-01-11 16:26:00,809
2019-01-08 20:27:00,Operating Room #3,2019-01-08 18:46:00,810
2019-01-12 07:08:00,Operating Room #3,2019-01-12 05:18:00,811
2019-01-08 11:35:00,Operating Room #1,2019-01-08 10:48:00,812
2019-01-23 02:11:00,Operating Room #5,2019-01-22 23:31:00,813
2019-01-01 11:35:00,Operating Room #5,2019-01-01 11:12:00,814
2019-01-29 06:54:00,Operating Room #3,2019-01-29 06:01:00,815
2019-01-06 12:39:00,Operating Room #1,2019-01-06 11:29:00,816
2019-01-28 19:23:00,Operating Room #2,2019-01-28 18:01:00,817
2019-01-02 17:02:00,Operating Room #4,2019-01-02 13:12:00,818
2019-01-07 14:17:00,Operating Room #2,2019-01-07 09:52:00,819
2019-01-15 18:17:00,Operating Room #4,2019-01-15 16:30:00,820
2019-01-14 01:58:00,Operating Room #5,2019-01-14 00:45:00,821
2019-01-31 08:26:00,Operating Room #2,2019-01-31 08:01:00,822
2019-01-10 05:10:00,Operating Room #2,2019-01-10 02:05:00,823
2019-01-08 06:42:00,Operating Room #6,2019-01-08 06:16:00,824
2019-01-06 02:06:00,Operating Room #6,2019-01-06 01:13:00,825
2019-01-02 23:12:00,Operating Room #3,2019-01-02 19:20:00,826
2019-01-16 19:20:00,Operating Room #3,2019-01-16 18:53:00,827
2019-01-20 10:25:00,Operating Room #1,2019-01-20 09:06:00,828
2019-01-27 00:58:00,Operating Room #6,2019-01-26 19:59:00,829
2019-01-25 05:18:00,Operating Room #3,2019-01-25 02:58:00,830
2019-01-12 00:48:00,Operating Room #1,2019-01-11 20:57:00,831
2019-01-10 23:37:00,Operating Room #4,2019-01-10 21:25:00,832
2019-01-14 22:40:00,Operating Room #1,2019-01-14 21:55:00,833
2019-01-12 12:25:00,Operating Room #4,2019-01-12 10:43:00,834
2019-01-29 22:20:00,Operating Room #1,2019-01-29 19:22:00,835
2019-01-02 15:02:00,Operating Room #3,2019-01-02 12:09:00,836
2019-01-16 07:07:00,Operating Room #4,2019-01-16 06:12:00,837
2019-01-19 23:21:00,Operating Room #5,2019-01-19 19:18:00,838
2019-01-12 07:40:00,Operating Room #5,2019-01-12 07:09:00,839
2019-01-28 08:56:00,Operating Room #6,2019-01-28 07:12:00,840
2019-01-10 22:14:00,Operating Room #3,2019-01-10 20:07:00,841
2019-01-31 21:57:00,Operating Room #5,2019-01-31 18:02:00,842
2019-01-23 08:20:00,Operating Room #6,2019-01-23 08:04:00,843
2019-01-09 15:50:00,Operating Room #1,2019-01-09 14:41:00,844
2019-01-19 17:28:00,Operating Room #1,2019-01-19 15:19:00,845
2019-01-21 06:37:00,Operating Room #3,2019-01-21 01:10:00,846
2019-01-23 16:35:00,Operating Room #5,2019-01-23 12:22:00,847
2019-01-29 09:12:00,Operating Room #1,2019-01-29 08:55:00,848
2019-01-21 05:25:00,Operating Room #4,2019-01-21 03:10:00,849
2019-01-26 14:38:00,Operating Room #4,2019-01-26 13:58:00,850
2019-01-28 02:31:00,Operating Room #6,2019-01-28 01:23:00,851
2019-01-28 21:03:00,Operating Room #5,2019-01-28 16:38:00,852
2019-01-15 02:27:00,Operating Room #4,2019-01-15 00:45:00,853
2019-01-06 09:41:00,Operating Room #5,2019-01-06 08:30:00,854
2019-01-09 05:16:00,Operating Room #1,2019-01-09 00:35:00,855
2019-01-18 22:21:00,Operating Room #4,2019-01-18 19:25:00,856
2019-01-22 22:49:00,Operating Room #6,2019-01-22 20:09:00,857
2019-01-29 11:13:00,Operating Room #5,2019-01-29 09:44:00,858
2019-01-18 03:00:00,Operating Room #2,2019-01-18 01:25:00,859
2019-01-24 12:41:00,Operating Room #4,2019-01-24 09:46:00,860
2019-01-11 13:29:00,Operating Room #4,2019-01-11 12:54:00,861
2019-01-22 20:05:00,Operating Room #1,2019-01-22 14:44:00,862
2019-01-30 06:22:00,Operating Room #2,2019-01-30 04:21:00,863
2019-01-11 05:56:00,Operating Room #4,2019-01-11 03:39:00,864
2019-01-16 01:29:00,Operating Room #4,2019-01-16 00:53:00,865
2019-01-07 18:13:00,Operating Room #4,2019-01-07 16:47:00,866
2019-01-13 00:43:00,Operating Room #4,2019-01-12 22:54:00,867
2019-01-13 18:27:00,Operating Room #4,2019-01-13 16:25:00,868
2019-01-28 04:25:00,Operating Room #3,2019-01-28 03:03:00,869
2019-02-01 08:52:00,Operating Room #5,2019-02-01 06:48:00,870
2019-01-28 10:10:00,Operating Room #1,2019-01-28 07:29:00,871
2019-01-22 02:57:00,Operating Room #5,2019-01-22 00:51:00,872
2019-01-16 00:01:00,Operating Room #1,2019-01-15 21:58:00,873
2019-01-13 17:01:00,Operating Room #5,2019-01-13 15:43:00,874
2019-01-31 08:30:00,Operating Room #5,2019-01-31 05:38:00,875
2019-01-25 06:00:00,Operating Room #5,2019-01-25 02:28:00,876
2019-01-12 07:03:00,Operating Room #5,2019-01-12 06:46:00,877
2019-01-25 14:02:00,Operating Room #1,2019-01-25 11:57:00,878
2019-01-27 17:41:00,Operating Room #5,2019-01-27 12:05:00,879
2019-01-14 15:59:00,Operating Room #6,2019-01-14 11:46:00,880
2019-01-17 01:29:00,Operating Room #6,2019-01-16 23:34:00,881
2019-01-06 10:18:00,Operating Room #5,2019-01-06 09:57:00,882
2019-01-18 00:44:00,Operating Room #3,2019-01-17 19:29:00,883
2019-01-16 12:05:00,Operating Room #1,2019-01-16 10:28:00,884
2019-02-01 22:33:00,Operating Room #3,2019-02-01 19:06:00,885
2019-01-01 17:51:00,Operating Room #5,2019-01-01 14:00:00,886
2019-01-15 23:13:00,Operating Room #6,2019-01-15 22:57:00,887
2019-01-19 09:19:00,Operating Room #3,2019-01-19 07:49:00,888
2019-01-17 12:51:00,Operating Room #5,2019-01-17 10:39:00,889
2019-01-17 20:57:00,Operating Room #1,2019-01-17 19:34:00,890
2019-01-15 05:48:00,Operating Room #5,2019-01-15 02:38:00,891
2019-01-19 17:52:00,Operating Room #2,2019-01-19 13:45:00,892
2019-01-27 15:48:00,Operating Room #3,2019-01-27 14:04:00,893
2019-02-01 21:31:00,Operating Room #5,2019-02-01 20:19:00,894
2019-01-17 13:13:00,Operating Room #6,2019-01-17 11:23:00,895
2019-01-08 09:09:00,Operating Room #2,2019-01-08 07:04:00,896
2019-01-13 19:04:00,Operating Room #5,2019-01-13 18:23:00,897
2019-01-10 12:15:00,Operating Room #1,2019-01-10 11:58:00,898
2019-01-30 08:05:00,Operating Room #3,2019-01-30 07:17:00,899
2019-01-07 04:31:00,Operating Room #6,2019-01-07 03:15:00,900
2019-01-18 20:49:00,Operating Room #5,2019-01-18 18:01:00,901
2019-01-08 14:44:00,Operating Room #1,2019-01-08 12:30:00,902
2019-01-17 09:42:00,Operating Room #2,2019-01-17 08:10:00,903
2019-01-10 11:33:00,Operating Room #6,2019-01-10 09:58:00,904
2019-01-01 02:51:00,Operating Room #1,2019-01-01 00:45:00,905
2019-01-26 23:42:00,Operating Room #3,2019-01-26 22:45:00,906
2019-01-01 09:03:00,Operating Room #1,2019-01-01 05:58:00,907
2019-01-24 23:50:00,Operating Room #4,2019-01-24 23:04:00,908
2019-01-13 14:06:00,Operating Room #3,2019-01-13 11:20:00,909
2019-01-28 13:27:00,Operating Room #1,2019-01-28 11:13:00,910
2019-01-22 12:20:00,Operating Room #1,2019-01-22 09:24:00,911
2019-01-06 02:38:00,Operating Room #5,2019-01-06 01:57:00,912
2019-01-08 05:08:00,Operating Room #2,2019-01-08 03:02:00,913
2019-02-02 02:27:00,Operating Room #5,2019-02-01 23:42:00,914
2019-01-04 20:55:00,Operating Room #3,2019-01-04 20:11:00,915
2019-01-27 11:13:00,Operating Room #3,2019-01-27 10:30:00,916
2019-01-02 11:11:00,Operating Room #3,2019-01-02 08:23:00,917
2019-01-03 09:07:00,Operating Room #4,2019-01-03 08:28:00,918
2019-01-21 05:58:00,Operating Room #6,2019-01-21 03:18:00,919
2019-01-07 16:29:00,Operating Room #2,2019-01-07 15:21:00,920
2019-01-17 14:10:00,Operating Room #2,2019-01-17 12:55:00,921
2019-01-02 00:58:00,Operating Room #4,2019-01-02 00:35:00,922
2019-01-24 07:35:00,Operating Room #3,2019-01-24 03:11:00,923
2019-01-22 03:44:00,Operating Room #4,2019-01-21 23:56:00,924
2019-01-22 17:53:00,Operating Room #5,2019-01-22 16:48:00,925
2019-01-23 20:18:00,Operating Room #4,2019-01-23 15:06:00,926
2019-01-11 18:37:00,Operating Room #1,2019-01-11 17:31:00,927
2019-01-08 17:51:00,Operating Room #1,2019-01-08 16:01:00,928
2019-01-25 05:50:00,Operating Room #1,2019-01-25 03:41:00,929
2019-01-30 20:25:00,Operating Room #5,2019-01-30 15:24:00,930
2019-01-30 05:24:00,Operating Room #5,2019-01-30 03:37:00,931
2019-01-17 04:38:00,Operating Room #3,2019-01-17 03:49:00,932
2019-01-10 00:29:00,Operating Room #3,2019-01-09 22:44:00,933
2019-01-12 21:13:00,Operating Room #2,2019-01-12 18:17:00,934
2019-01-17 03:55:00,Operating Room #1,2019-01-17 01:34:00,935
2019-01-28 11:03:00,Operating Room #5,2019-01-28 10:33:00,936
2019-01-24 13:13:00,Operating Room #1,2019-01-24 10:46:00,937
2019-02-01 21:08:00,Operating Room #4,2019-02-01 19:13:00,938
2019-01-19 14:19:00,Operating Room #3,2019-01-19 10:50:00,939
2019-01-28 21:02:00,Operating Room #3,2019-01-28 16:15:00,940
2019-01-01 23:19:00,Operating Room #3,2019-01-01 18:57:00,941
2019-01-10 15:44:00,Operating Room #1,2019-01-10 14:53:00,942
2019-01-31 17:27:00,Operating Room #5,2019-01-31 11:47:00,943
2019-01-03 19:11:00,Operating Room #4,2019-01-03 17:23:00,944
2019-01-25 21:08:00,Operating Room #5,2019-01-25 20:52:00,945
2019-01-16 08:27:00,Operating Room #4,2019-01-16 07:37:00,946
2019-01-13 01:46:00,Operating Room #1,2019-01-13 00:40:00,947
2019-01-10 18:33:00,Operating Room #4,2019-01-10 16:53:00,948
2019-01-27 13:04:00,Operating Room #2,2019-01-27 08:48:00,949
2019-01-25 12:25:00,Operating Room #2,2019-01-25 09:00:00,950
2019-01-22 06:27:00,Operating Room #2,2019-01-22 04:08:00,951
2019-01-05 01:41:00,Operating Room #1,2019-01-05 01:16:00,952
2019-01-07 12:24:00,Operating Room #3,2019-01-07 07:27:00,953
2019-01-16 09:36:00,Operating Room #3,2019-01-16 08:25:00,954
2019-01-28 15:24:00,Operating Room #5,2019-01-28 12:21:00,955
2019-01-20 04:31:00,Operating Room #4,2019-01-20 03:12:00,956
2019-01-22 05:56:00,Operating Room #4,2019-01-22 05:12:00,957
2019-01-18 10:35:00,Operating Room #1,2019-01-18 07:08:00,958
2019-01-14 03:00:00,Operating Room #2,2019-01-14 02:05:00,959
2019-01-03 05:26:00,Operating Room #1,2019-01-03 02:55:00,960
2019-01-23 00:52:00,Operating Room #3,2019-01-22 23:29:00,961
2019-01-01 07:47:00,Operating Room #2,2019-01-01 02:01:00,962
2019-01-30 23:11:00,Operating Room #4,2019-01-30 21:58:00,963
2019-01-07 16:31:00,Operating Room #5,2019-01-07 14:58:00,964
2019-01-02 17:01:00,Operating Room #5,2019-01-02 15:09:00,965
2019-01-10 20:39:00,Operating Room #4,2019-01-10 19:47:00,966
2019-01-29 09:35:00,Operating Room #3,2019-01-29 08:42:00,967
2019-01-18 22:41:00,Operating Room #1,2019-01-18 22:15:00,968
2019-01-30 01:15:00,Operating Room #2,2019-01-30 00:12:00,969
2019-01-09 12:42:00,Operating Room #5,2019-01-09 12:11:00,970
2019-01-27 21:18:00,Operating Room #5,2019-01-27 20:28:00,971
2019-01-23 08:45:00,Operating Room #5,2019-01-23 06:47:00,972
2019-01-31 16:04:00,Operating Room #1,2019-01-31 14:03:00,973
2019-01-06 08:58:00,Operating Room #4,2019-01-06 03:14:00,974
2019-01-16 08:24:00,Operating Room #2,2019-01-16 08:07:00,975
2019-01-29 15:04:00,Operating Room #2,2019-01-29 14:01:00,976
2019-01-31 15:51:00,Operating Room #4,2019-01-31 14:23:00,977
2019-01-06 08:47:00,Operating Room #2,2019-01-06 07:31:00,978
2019-01-29 08:52:00,Operating Room #6,2019-01-29 03:26:00,979
2019-01-19 19:08:00,Operating Room #2,2019-01-19 18:26:00,980
2019-01-12 11:52:00,Operating Room #6,2019-01-12 09:08:00,981
2019-01-19 00:07:00,Operating Room #1,2019-01-18 23:49:00,982
2019-02-01 12:15:00,Operating Room #1,2019-02-01 11:10:00,983
2019-01-12 16:08:00,Operating Room #4,2019-01-12 13:51:00,984
2019-01-17 02:59:00,Operating Room #4,2019-01-17 01:25:00,985
2019-01-11 12:32:00,Operating Room #4,2019-01-11 12:04:00,986
2019-01-02 03:32:00,Operating Room #5,2019-01-02 01:51:00,987
2019-01-20 00:42:00,Operating Room #6,2019-01-19 20:46:00,988
2019-01-05 00:24:00,Operating Room #1,2019-01-04 22:47:00,989
2019-01-22 07:20:00,Operating Room #1,2019-01-22 04:51:00,990
2019-01-15 13:30:00,Operating Room #1,2019-01-15 11:31:00,991
2019-01-19 06:25:00,Operating Room #3,2019-01-19 06:01:00,992
2019-01-22 14:30:00,Operating Room #4,2019-01-22 12:27:00,993
2019-01-22 04:18:00,Operating Room #6,2019-01-22 03:16:00,994
2019-01-23 02:12:00,Operating Room #6,2019-01-23 01:06:00,995
2019-01-26 21:43:00,Operating Room #1,2019-01-26 21:14:00,996
2019-01-15 18:33:00,Operating Room #3,2019-01-15 18:16:00,997
2019-01-06 20:51:00,Operating Room #6,2019-01-06 17:53:00,998
2019-01-10 03:36:00,Operating Room #3,2019-01-10 03:04:00,999
2019-01-06 10:29:00,Operating Room #3,2019-01-06 09:18:00,1000
2019-01-26 19:13:00,Operating Room #1,2019-01-26 18:20:00,1001
2019-01-09 11:31:00,Operating Room #1,2019-01-09 08:12:00,1002
2019-01-23 23:32:00,Operating Room #4,2019-01-23 23:03:00,1003
2019-01-24 06:29:00,Operating Room #1,2019-01-24 06:01:00,1004
2019-01-23 02:03:00,Operating Room #3,2019-01-23 01:15:00,1005
2019-01-10 18:16:00,Operating Room #1,2019-01-10 17:35:00,1006
2019-01-20 06:45:00,Operating Room #1,2019-01-20 05:06:00,1007
2019-01-04 03:49:00,Operating Room #1,2019-01-04 03:26:00,1008
2019-01-16 03:28:00,Operating Room #2,2019-01-16 01:21:00,1009
2019-01-22 19:11:00,Operating Room #2,2019-01-22 18:38:00,1010
2019-01-23 05:41:00,Operating Room #5,2019-01-23 04:10:00,1011
2019-01-13 20:37:00,Operating Room #4,2019-01-13 20:13:00,1012
2019-01-07 01:12:00,Operating Room #4,2019-01-06 21:56:00,1013
2019-01-31 20:59:00,Operating Room #1,2019-01-31 18:06:00,1014
2019-01-03 10:12:00,Operating Room #5,2019-01-03 07:13:00,1015
2019-01-31 11:05:00,Operating Room #2,2019-01-31 10:02:00,1016
2019-01-29 07:21:00,Operating Room #1,2019-01-29 06:54:00,1017
2019-01-11 05:24:00,Operating Room #2,2019-01-11 05:07:00,1018
2019-01-28 01:09:00,Operating Room #1,2019-01-27 21:43:00,1019
2019-01-06 05:16:00,Operating Room #3,2019-01-06 04:07:00,1020
2019-01-23 06:16:00,Operating Room #2,2019-01-23 01:56:00,1021
2019-01-21 09:02:00,Operating Room #2,2019-01-21 08:18:00,1022
2019-01-06 07:13:00,Operating Room #5,2019-01-06 06:58:00,1023
2019-01-11 16:02:00,Operating Room #4,2019-01-11 13:44:00,1024
2019-01-13 07:16:00,Operating Room #6,2019-01-13 06:23:00,1025
2019-01-31 09:27:00,Operating Room #5,2019-01-31 08:51:00,1026
2019-01-23 15:39:00,Operating Room #6,2019-01-23 14:08:00,1027
2019-01-12 21:33:00,Operating Room #3,2019-01-12 20:38:00,1028
2019-01-11 18:03:00,Operating Room #4,2019-01-11 17:12:00,1029
2019-01-07 18:02:00,Operating Room #6,2019-01-07 14:46:00,1030
2019-01-02 04:51:00,Operating Room #6,2019-01-02 03:54:00,1031
2019-01-12 02:36:00,Operating Room #4,2019-01-12 02:06:00,1032
2019-01-11 21:46:00,Operating Room #3,2019-01-11 21:16:00,1033
2019-01-28 09:16:00,Operating Room #5,2019-01-28 07:07:00,1034
2019-01-23 12:21:00,Operating Room #5,2019-01-23 11:15:00,1035
2019-01-04 09:34:00,Operating Room #2,2019-01-04 07:58:00,1036
2019-01-05 08:15:00,Operating Room #1,2019-01-05 07:40:00,1037
2019-01-10 00:25:00,Operating Room #2,2019-01-09 23:22:00,1038
2019-01-27 11:27:00,Operating Room #5,2019-01-27 10:35:00,1039
2019-01-28 01:09:00,Operating Room #3,2019-01-27 21:51:00,1040
2019-01-09 14:36:00,Operating Room #4,2019-01-09 13:24:00,1041
2019-01-03 23:46:00,Operating Room #6,2019-01-03 22:35:00,1042
2019-01-19 02:08:00,Operating Room #5,2019-01-19 00:52:00,1043
2019-01-30 08:06:00,Operating Room #4,2019-01-30 06:50:00,1044
2019-01-04 09:54:00,Operating Room #1,2019-01-04 09:28:00,1045
2019-01-19 22:08:00,Operating Room #2,2019-01-19 21:42:00,1046
2019-02-01 06:36:00,Operating Room #5,2019-02-01 04:24:00,1047
2019-01-13 18:23:00,Operating Room #5,2019-01-13 17:53:00,1048
2019-01-24 17:08:00,Operating Room #1,2019-01-24 15:31:00,1049
2019-01-13 00:28:00,Operating Room #1,2019-01-12 23:53:00,1050
2019-01-02 08:00:00,Operating Room #6,2019-01-02 06:12:00,1051
2019-01-11 09:13:00,Operating Room #6,2019-01-11 04:33:00,1052
2019-01-19 04:22:00,Operating Room #4,2019-01-19 03:45:00,1053
2019-01-30 20:34:00,Operating Room #3,2019-01-30 20:00:00,1054
2019-01-27 08:59:00,Operating Room #4,2019-01-27 07:25:00,1055
2019-01-29 01:25:00,Operating Room #3,2019-01-28 22:02:00,1056
2019-01-10 11:58:00,Operating Room #2,2019-01-10 11:35:00,1057
2019-01-13 16:55:00,Operating Room #1,2019-01-13 14:37:00,1058
2019-01-08 00:37:00,Operating Room #6,2019-01-07 22:19:00,1059
2019-01-30 19:36:00,Operating Room #4,2019-01-30 19:19:00,1060
2019-01-28 06:22:00,Operating Room #5,2019-01-28 05:04:00,1061
2019-01-25 18:40:00,Operating Room #6,2019-01-25 16:31:00,1062
2019-01-19 12:59:00,Operating Room #1,2019-01-19 12:08:00,1063
2019-01-31 23:59:00,Operating Room #6,2019-01-31 21:25:00,1064
2019-01-04 09:51:00,Operating Room #5,2019-01-04 09:23:00,1065
2019-01-19 18:31:00,Operating Room #6,2019-01-19 17:42:00,1066
2019-01-15 17:48:00,Operating Room #3,2019-01-15 17:13:00,1067
2019-01-19 02:22:00,Operating Room #4,2019-01-19 00:27:00,1068
2019-01-25 02:37:00,Operating Room #2,2019-01-25 01:39:00,1069
2019-01-16 07:37:00,Operating Room #6,2019-01-16 04:30:00,1070
2019-01-22 13:49:00,Operating Room #2,2019-01-22 10:49:00,1071
2019-01-17 00:29:00,Operating Room #1,2019-01-16 22:11:00,1072
2019-01-28 09:34:00,Operating Room #6,2019-01-28 09:07:00,1073
2019-02-01 00:28:00,Operating Room #1,2019-01-31 23:58:00,1074
2019-01-27 16:42:00,Operating Room #1,2019-01-27 15:46:00,1075
2019-01-13 17:14:00,Operating Room #2,2019-01-13 16:12:00,1076
2019-01-26 06:01:00,Operating Room #1,2019-01-26 05:30:00,1077
2019-01-09 06:26:00,Operating Room #6,2019-01-09 06:07:00,1078
2019-01-13 02:53:00,Operating Room #4,2019-01-13 02:17:00,1079
2019-01-05 17:48:00,Operating Room #6,2019-01-05 17:17:00,1080
2019-01-28 02:20:00,Operating Room #2,2019-01-28 01:57:00,1081
2019-01-26 01:32:00,Operating Room #6,2019-01-26 00:11:00,1082
2019-01-13 09:01:00,Operating Room #6,2019-01-13 08:14:00,1083
2019-01-03 02:35:00,Operating Room #1,2019-01-03 02:20:00,1084
2019-01-17 04:42:00,Operating Room #6,2019-01-17 03:26:00,1085
2019-01-27 11:14:00,Operating Room #4,2019-01-27 10:53:00,1086
2019-01-22 03:34:00,Operating Room #5,2019-01-22 02:58:00,1087
2019-01-04 09:17:00,Operating Room #3,2019-01-04 07:58:00,1088
2019-01-03 11:35:00,Operating Room #3,2019-01-03 07:41:00,1089
2019-01-19 19:28:00,Operating Room #6,2019-01-19 18:49:00,1090
2019-01-01 04:05:00,Operating Room #4,2019-01-01 00:13:00,1091
2019-01-24 22:27:00,Operating Room #4,2019-01-24 21:35:00,1092
2019-01-22 09:02:00,Operating Room #4,2019-01-22 06:13:00,1093
2019-01-25 20:02:00,Operating Room #4,2019-01-25 19:06:00,1094
2019-02-01 05:44:00,Operating Room #2,2019-02-01 04:20:00,1095
2019-01-29 02:26:00,Operating Room #2,2019-01-29 02:08:00,1096
2019-01-14 06:07:00,Operating Room #3,2019-01-14 04:39:00,1097
2019-01-10 16:33:00,Operating Room #5,2019-01-10 15:12:00,1098
2019-01-21 20:49:00,Operating Room #1,2019-01-21 20:26:00,1099
2019-01-17 06:51:00,Operating Room #4,2019-01-17 06:17:00,1100
2019-01-09 16:34:00,Operating Room #1,2019-01-09 16:11:00,1101
2019-01-26 05:49:00,Operating Room #5,2019-01-26 04:55:00,1102
2019-01-21 17:35:00,Operating Room #2,2019-01-21 16:16:00,1103
2019-01-31 17:57:00,Operating Room #1,2019-01-31 17:22:00,1104
2019-01-30 02:24:00,Operating Room #6,2019-01-30 00:25:00,1105
2019-01-24 07:25:00,Operating Room #1,2019-01-24 06:51:00,1106
2019-01-03 06:20:00,Operating Room #1,2019-01-03 06:05:00,1107
2019-01-09 21:27:00,Operating Room #2,2019-01-09 20:15:00,1108
2019-01-21 01:32:00,Operating Room #5,2019-01-21 00:53:00,1109
2019-01-09 20:42:00,Operating Room #1,2019-01-09 19:05:00,1110
2019-01-05 22:55:00,Operating Room #1,2019-01-05 20:30:00,1111
2019-01-28 05:39:00,Operating Room #4,2019-01-28 04:31:00,1112
2019-01-16 17:46:00,Operating Room #3,2019-01-16 14:14:00,1113
2019-01-28 18:28:00,Operating Room #1,2019-01-28 17:30:00,1114
2019-01-01 08:53:00,Operating Room #6,2019-01-01 06:52:00,1115
2019-01-15 11:03:00,Operating Room #3,2019-01-15 10:19:00,1116
2019-01-09 13:33:00,Operating Room #5,2019-01-09 13:14:00,1117
2019-01-27 05:01:00,Operating Room #1,2019-01-27 04:18:00,1118
2019-01-12 09:37:00,Operating Room #3,2019-01-12 07:40:00,1119
2019-01-05 18:53:00,Operating Room #2,2019-01-05 18:14:00,1120
2019-01-21 15:00:00,Operating Room #6,2019-01-21 14:14:00,1121
2019-01-14 03:43:00,Operating Room #5,2019-01-14 02:49:00,1122
2019-01-06 07:20:00,Operating Room #2,2019-01-06 06:55:00,1123
2019-01-26 04:51:00,Operating Room #3,2019-01-26 04:07:00,1124
2019-01-01 14:01:00,Operating Room #4,2019-01-01 12:28:00,1125
2019-01-06 07:59:00,Operating Room #6,2019-01-06 06:31:00,1126
2019-01-04 16:16:00,Operating Room #5,2019-01-04 15:50:00,1127
2019-01-10 17:16:00,Operating Room #2,2019-01-10 16:50:00,1128
2019-01-04 03:33:00,Operating Room #2,2019-01-04 01:16:00,1129
2019-01-11 06:23:00,Operating Room #5,2019-01-11 06:07:00,1130
2019-01-17 03:04:00,Operating Room #3,2019-01-17 02:06:00,1131
2019-01-02 14:05:00,Operating Room #6,2019-01-02 11:19:00,1132
2019-02-01 14:49:00,Operating Room #1,2019-02-01 14:14:00,1133
2019-01-10 06:36:00,Operating Room #2,2019-01-10 05:53:00,1134
2019-01-13 06:19:00,Operating Room #5,2019-01-13 05:19:00,1135
2019-01-02 12:06:00,Operating Room #4,2019-01-02 09:26:00,1136
2019-01-14 11:17:00,Operating Room #6,2019-01-14 09:35:00,1137
2019-01-08 10:11:00,Operating Room #2,2019-01-08 09:55:00,1138
2019-01-23 20:38:00,Operating Room #1,2019-01-23 19:11:00,1139
2019-01-03 22:10:00,Operating Room #2,2019-01-03 17:42:00,1140
2019-01-16 10:01:00,Operating Room #5,2019-01-16 07:30:00,1141
2019-01-01 14:31:00,Operating Room #1,2019-01-01 11:45:00,1142
2019-01-03 20:27:00,Operating Room #5,2019-01-03 19:12:00,1143
2019-01-25 12:18:00,Operating Room #4,2019-01-25 11:06:00,1144
2019-01-21 00:58:00,Operating Room #4,2019-01-21 00:26:00,1145
2019-01-30 03:21:00,Operating Room #3,2019-01-30 01:55:00,1146
2019-01-17 06:07:00,Operating Room #6,2019-01-17 05:51:00,1147
2019-01-13 09:25:00,Operating Room #2,2019-01-13 08:37:00,1148
2019-01-18 19:33:00,Operating Room #1,2019-01-18 18:22:00,1149
2019-01-14 03:32:00,Operating Room #3,2019-01-13 23:53:00,1150
2019-01-30 02:55:00,Operating Room #5,2019-01-30 00:52:00,1151
2019-01-24 01:55:00,Operating Room #2,2019-01-24 01:11:00,1152
2019-01-12 15:46:00,Operating Room #5,2019-01-12 14:36:00,1153
2019-01-20 17:19:00,Operating Room #6,2019-01-20 16:40:00,1154
2019-01-26 18:56:00,Operating Room #3,2019-01-26 17:50:00,1155
2019-01-11 05:55:00,Operating Room #5,2019-01-11 04:35:00,1156
2019-01-20 01:40:00,Operating Room #6,2019-01-20 01:00:00,1157
2019-01-23 20:35:00,Operating Room #5,2019-01-23 17:26:00,1158
2019-01-22 04:20:00,Operating Room #4,2019-01-22 03:53:00,1159
